wavelength, species, expot, loggf, type, filename
4859.03,  60.1,  +0.32,  -0.44, syn, /home/shivani/rprocess/lineLists/myAll/Nd4859.moog
4902.04,  60.1,  +0.06,  -1.34, syn, /home/shivani/rprocess/lineLists/myAll/Nd4902.moog
4914.38,  60.1,  +0.38,  -0.70, syn, /home/shivani/rprocess/lineLists/myAll/Nd4914.moog
4959.12,  60.1,  +0.06,  -0.80, syn, /home/shivani/rprocess/lineLists/myAll/Nd4959.moog
4987.16,  60.1,  +0.74,  -0.79, syn, /home/shivani/rprocess/lineLists/myAll/Nd4987.moog
4989.42,  60.1,  +0.68,  -1.19, syn, /home/shivani/rprocess/lineLists/myAll/Nd4989.moog
5063.72,  60.1,  +0.98,  -0.62, syn, /home/shivani/rprocess/lineLists/myAll/Nd5063.moog
5066.83,  60.1,  +0.56,  -1.43, syn, /home/shivani/rprocess/lineLists/myAll/Nd5066.moog
5092.79,  60.1,  +0.38,  -0.61, syn, /home/shivani/rprocess/lineLists/myAll/Nd5092.moog
5130.59,  60.1,  +1.30,  +0.45, syn, /home/shivani/rprocess/lineLists/myAll/Nd5130.moog
5132.33,  60.1,  +0.56,  -0.71, syn, /home/shivani/rprocess/lineLists/myAll/Nd5132.moog
5165.13,  60.1,  +0.68,  -0.74, syn, /home/shivani/rprocess/lineLists/myAll/Nd5165.moog
5167.92,  60.1,  +0.56,  -1.18, syn, /home/shivani/rprocess/lineLists/myAll/Nd5167.moog
5192.61,  60.1,  +1.14,  +0.27, syn, /home/shivani/rprocess/lineLists/myAll/Nd5192.moog
5212.36,  60.1,  +0.20,  -0.96, syn, /home/shivani/rprocess/lineLists/myAll/Nd5212.moog
5215.65,  60.1,  +1.26,  -0.74, syn, /home/shivani/rprocess/lineLists/myAll/Nd5215.moog
5234.19,  60.1,  +0.55,  -0.51, syn, /home/shivani/rprocess/lineLists/myAll/Nd5234.moog
5249.58,  60.1,  +0.98,  +0.20, syn, /home/shivani/rprocess/lineLists/myAll/Nd5249.moog
5250.81,  60.1,  +0.74,  -0.72, syn, /home/shivani/rprocess/lineLists/myAll/Nd5250.moog
5255.51,  60.1,  +0.20,  -0.67, syn, /home/shivani/rprocess/lineLists/myAll/Nd5255.moog
5293.16,  60.1,  +0.82,  +0.10, syn, /home/shivani/rprocess/lineLists/myAll/Nd5293.moog
5303.20,  60.1,  +0.38,  -1.43, syn, /home/shivani/rprocess/lineLists/myAll/Nd5303.moog
5306.46,  60.1,  +0.86,  -0.97, syn, /home/shivani/rprocess/lineLists/myAll/Nd5306.moog
5311.45,  60.1,  +0.98,  -0.42, syn, /home/shivani/rprocess/lineLists/myAll/Nd5311.moog
5319.81,  60.1,  +0.55,  -0.14, syn, /home/shivani/rprocess/lineLists/myAll/Nd5319.moog
5356.97,  60.1,  +1.26,  -0.28, syn, /home/shivani/rprocess/lineLists/myAll/Nd5356.moog
5371.93,  60.1,  +1.41,  +0.00, syn, /home/shivani/rprocess/lineLists/myAll/Nd5371.moog
5431.52,  60.1,  +1.12,  -0.47, syn, /home/shivani/rprocess/lineLists/myAll/Nd5431.moog
5485.10,  60.1,  +0.55,  -1.64, syn, /home/shivani/rprocess/lineLists/myAll/Nd5485.moog
5485.70,  60.1,  +1.26,  -0.12, syn, /home/shivani/rprocess/lineLists/myAll/Nd5485.moog
5688.52,  60.1,  +0.98,  -0.31, syn, /home/shivani/rprocess/lineLists/myAll/Nd5688.moog
5740.86,  60.1,  +1.16,  -0.53, syn, /home/shivani/rprocess/lineLists/myAll/Nd5740.moog
5811.57,  60.1,  +0.86,  -0.86, syn, /home/shivani/rprocess/lineLists/myAll/Nd5811.moog
3566.81,  62.1,  +0.25,  -1.22, syn, /home/shivani/rprocess/lineLists/myAll/Sm3566.moog
3627.00,  62.1,  +0.28,  -0.51, syn, /home/shivani/rprocess/lineLists/myAll/Sm3627.moog
3706.75,  62.1,  +0.48,  -0.60, syn, /home/shivani/rprocess/lineLists/myAll/Sm3706.moog
3708.41,  62.1,  +0.04,  -1.01, syn, /home/shivani/rprocess/lineLists/myAll/Sm3708.moog
3755.28,  62.1,  +0.33,  -0.65, syn, /home/shivani/rprocess/lineLists/myAll/Sm3755.moog
3764.37,  62.1,  +0.33,  -0.55, syn, /home/shivani/rprocess/lineLists/myAll/Sm3764.moog
3831.51,  62.1,  +0.43,  -0.43, syn, /home/shivani/rprocess/lineLists/myAll/Sm3831.moog
3843.51,  62.1,  +0.43,  -0.45, syn, /home/shivani/rprocess/lineLists/myAll/Sm3843.moog
3847.52,  62.1,  +0.33,  -0.78, syn, /home/shivani/rprocess/lineLists/myAll/Sm3847.moog
3896.97,  62.1,  +0.04,  -0.67, syn, /home/shivani/rprocess/lineLists/myAll/Sm3896.moog
3922.39,  62.1,  +0.38,  -0.26, syn, /home/shivani/rprocess/lineLists/myAll/Sm3922.moog
3946.50,  62.1,  +0.18,  -0.94, syn, /home/shivani/rprocess/lineLists/myAll/Sm3946.moog
3979.20,  62.1,  +0.54,  -0.47, syn, /home/shivani/rprocess/lineLists/myAll/Sm3979.moog
3993.31,  62.1,  +0.04,  -0.93, syn, /home/shivani/rprocess/lineLists/myAll/Sm3993.moog
4023.22,  62.1,  +0.04,  -0.93, syn, /home/shivani/rprocess/lineLists/myAll/Sm4023.moog
4047.15,  62.1,  +0.18,  -0.92, syn, /home/shivani/rprocess/lineLists/myAll/Sm4047.moog
4064.55,  62.1,  +0.33,  -0.67, syn, /home/shivani/rprocess/lineLists/myAll/Sm4064.moog
4066.73,  62.1,  +0.28,  -0.74, syn, /home/shivani/rprocess/lineLists/myAll/Sm4066.moog
4068.32,  62.1,  +0.43,  -0.76, syn, /home/shivani/rprocess/lineLists/myAll/Sm4068.moog
4155.21,  62.1,  +0.54,  -0.73, syn, /home/shivani/rprocess/lineLists/myAll/Sm4155.moog
4169.47,  62.1,  +0.25,  -0.76, syn, /home/shivani/rprocess/lineLists/myAll/Sm4169.moog
4183.77,  62.1,  +0.04,  -1.05, syn, /home/shivani/rprocess/lineLists/myAll/Sm4183.moog
4188.13,  62.1,  +0.54,  -0.44, syn, /home/shivani/rprocess/lineLists/myAll/Sm4188.moog
4206.12,  62.1,  +0.38,  -0.72, syn, /home/shivani/rprocess/lineLists/myAll/Sm4206.moog
4220.66,  62.1,  +0.54,  -0.44, syn, /home/shivani/rprocess/lineLists/myAll/Sm4220.moog
4236.74,  62.1,  +0.66,  -0.21, syn, /home/shivani/rprocess/lineLists/myAll/Sm4236.moog
4244.70,  62.1,  +0.28,  -0.81, syn, /home/shivani/rprocess/lineLists/myAll/Sm4244.moog
4256.39,  62.1,  +0.38,  -0.15, syn, /home/shivani/rprocess/lineLists/myAll/Sm4256.moog
4262.67,  62.1,  +0.38,  -0.49, syn, /home/shivani/rprocess/lineLists/myAll/Sm4262.moog
4265.07,  62.1,  +0.18,  -1.04, syn, /home/shivani/rprocess/lineLists/myAll/Sm4265.moog
4280.78,  62.1,  +0.48,  +0.06, syn, /home/shivani/rprocess/lineLists/myAll/Sm4280.moog
4318.94,  62.1,  +0.28,  -0.25, syn, /home/shivani/rprocess/lineLists/myAll/Sm4318.moog
4323.29,  62.1,  +0.10,  -0.92, syn, /home/shivani/rprocess/lineLists/myAll/Sm4323.moog
4329.02,  62.1,  +0.18,  -0.51, syn, /home/shivani/rprocess/lineLists/myAll/Sm4329.moog
4334.15,  62.1,  +0.28,  -0.50, syn, /home/shivani/rprocess/lineLists/myAll/Sm4334.moog
4362.02,  62.1,  +0.48,  -0.47, syn, /home/shivani/rprocess/lineLists/myAll/Sm4362.moog
4390.86,  62.1,  +0.18,  -0.45, syn, /home/shivani/rprocess/lineLists/myAll/Sm4390.moog
4420.53,  62.1,  +0.33,  -0.43, syn, /home/shivani/rprocess/lineLists/myAll/Sm4420.moog
4421.13,  62.1,  +0.38,  -0.49, syn, /home/shivani/rprocess/lineLists/myAll/Sm4421.moog
4424.34,  62.1,  +0.48,  +0.14, syn, /home/shivani/rprocess/lineLists/myAll/Sm4424.moog
4427.58,  62.1,  +0.25,  -1.29, syn, /home/shivani/rprocess/lineLists/myAll/Sm4427.moog
4433.89,  62.1,  +0.43,  -0.19, syn, /home/shivani/rprocess/lineLists/myAll/Sm4433.moog
4434.32,  62.1,  +0.38,  -0.07, syn, /home/shivani/rprocess/lineLists/myAll/Sm4434.moog
4452.72,  62.1,  +0.28,  -0.41, syn, /home/shivani/rprocess/lineLists/myAll/Sm4452.moog
4467.34,  62.1,  +0.66,  +0.15, syn, /home/shivani/rprocess/lineLists/myAll/Sm4467.moog
4472.41,  62.1,  +0.18,  -0.96, syn, /home/shivani/rprocess/lineLists/myAll/Sm4472.moog
4499.48,  62.1,  +0.25,  -0.87, syn, /home/shivani/rprocess/lineLists/myAll/Sm4499.moog
4511.83,  62.1,  +0.18,  -0.82, syn, /home/shivani/rprocess/lineLists/myAll/Sm4511.moog
4519.63,  62.1,  +0.54,  -0.35, syn, /home/shivani/rprocess/lineLists/myAll/Sm4519.moog
4523.91,  62.1,  +0.43,  -0.39, syn, /home/shivani/rprocess/lineLists/myAll/Sm4523.moog
4536.51,  62.1,  +0.10,  -1.28, syn, /home/shivani/rprocess/lineLists/myAll/Sm4536.moog
4537.94,  62.1,  +0.48,  -0.48, syn, /home/shivani/rprocess/lineLists/myAll/Sm4537.moog
4540.18,  62.1,  +0.28,  -1.28, syn, /home/shivani/rprocess/lineLists/myAll/Sm4540.moog
4542.05,  62.1,  +0.25,  -1.04, syn, /home/shivani/rprocess/lineLists/myAll/Sm4542.moog
4552.65,  62.1,  +0.25,  -0.82, syn, /home/shivani/rprocess/lineLists/myAll/Sm4552.moog
4566.20,  62.1,  +0.33,  -0.59, syn, /home/shivani/rprocess/lineLists/myAll/Sm4566.moog
4577.69,  62.1,  +0.25,  -0.65, syn, /home/shivani/rprocess/lineLists/myAll/Sm4577.moog
4584.83,  62.1,  +0.43,  -0.65, syn, /home/shivani/rprocess/lineLists/myAll/Sm4584.moog
4591.82,  62.1,  +0.18,  -1.12, syn, /home/shivani/rprocess/lineLists/myAll/Sm4591.moog
4593.55,  62.1,  +0.38,  -0.83, syn, /home/shivani/rprocess/lineLists/myAll/Sm4593.moog
4604.17,  62.1,  +0.04,  -1.39, syn, /home/shivani/rprocess/lineLists/myAll/Sm4604.moog
4615.44,  62.1,  +0.54,  -0.69, syn, /home/shivani/rprocess/lineLists/myAll/Sm4615.moog
4615.68,  62.1,  +0.19,  -0.84, syn, /home/shivani/rprocess/lineLists/myAll/Sm4615.moog
4642.23,  62.1,  +0.38,  -0.46, syn, /home/shivani/rprocess/lineLists/myAll/Sm4642.moog
4646.68,  62.1,  +0.28,  -1.03, syn, /home/shivani/rprocess/lineLists/myAll/Sm4646.moog
4648.16,  62.1,  +0.00,  -1.51, syn, /home/shivani/rprocess/lineLists/myAll/Sm4648.moog
4669.39,  62.1,  +0.10,  -0.60, syn, /home/shivani/rprocess/lineLists/myAll/Sm4669.moog
4669.64,  62.1,  +0.28,  -0.53, syn, /home/shivani/rprocess/lineLists/myAll/Sm4669.moog
4674.59,  62.1,  +0.18,  -0.56, syn, /home/shivani/rprocess/lineLists/myAll/Sm4674.moog
4676.90,  62.1,  +0.04,  -0.87, syn, /home/shivani/rprocess/lineLists/myAll/Sm4676.moog
4687.18,  62.1,  +0.04,  -1.15, syn, /home/shivani/rprocess/lineLists/myAll/Sm4687.moog
4693.63,  62.1,  +0.18,  -1.48, syn, /home/shivani/rprocess/lineLists/myAll/Sm4693.moog
4704.40,  62.1,  +0.00,  -0.86, syn, /home/shivani/rprocess/lineLists/myAll/Sm4704.moog
4713.07,  62.1,  +0.54,  -0.80, syn, /home/shivani/rprocess/lineLists/myAll/Sm4713.moog
4715.27,  62.1,  +0.10,  -1.46, syn, /home/shivani/rprocess/lineLists/myAll/Sm4715.moog
4719.85,  62.1,  +0.04,  -1.24, syn, /home/shivani/rprocess/lineLists/myAll/Sm4719.moog
4745.67,  62.1,  +0.10,  -0.93, syn, /home/shivani/rprocess/lineLists/myAll/Sm4745.moog
4774.14,  62.1,  +0.18,  -1.61, syn, /home/shivani/rprocess/lineLists/myAll/Sm4774.moog
4791.58,  62.1,  +0.10,  -1.44, syn, /home/shivani/rprocess/lineLists/myAll/Sm4791.moog
4815.81,  62.1,  +0.18,  -0.82, syn, /home/shivani/rprocess/lineLists/myAll/Sm4815.moog
4844.21,  62.1,  +0.28,  -0.89, syn, /home/shivani/rprocess/lineLists/myAll/Sm4844.moog
4854.37,  62.1,  +0.38,  -1.25, syn, /home/shivani/rprocess/lineLists/myAll/Sm4854.moog
4913.26,  62.1,  +0.66,  -0.93, syn, /home/shivani/rprocess/lineLists/myAll/Sm4913.moog
4948.63,  62.1,  +0.54,  -0.95, syn, /home/shivani/rprocess/lineLists/myAll/Sm4948.moog
5052.75,  62.1,  +1.37,  -0.16, syn, /home/shivani/rprocess/lineLists/myAll/Sm5052.moog
5103.08,  62.1,  +1.16,  -0.35, syn, /home/shivani/rprocess/lineLists/myAll/Sm5103.moog
5104.47,  62.1,  +1.00,  -0.65, syn, /home/shivani/rprocess/lineLists/myAll/Sm5104.moog
3724.93,  63.1,  +0.00,  -0.09, syn, /home/shivani/rprocess/lineLists/myAll/Eu3724.moog
3819.67,  63.1,  +0.00,  +0.51, syn, /home/shivani/rprocess/lineLists/myAll/Eu3819.moog
3907.11,  63.1,  +0.21,  +0.17, syn, /home/shivani/rprocess/lineLists/myAll/Eu3907.moog
3971.97,  63.1,  +0.21,  +0.27, syn, /home/shivani/rprocess/lineLists/myAll/Eu3971.moog
4129.72,  63.1,  +0.00,  +0.22, syn, /home/shivani/rprocess/lineLists/myAll/Eu4129.moog
4205.04,  63.1,  +0.00,  +0.21, syn, /home/shivani/rprocess/lineLists/myAll/Eu4205.moog
4435.58,  63.1,  +0.21,  -0.11, syn, /home/shivani/rprocess/lineLists/myAll/Eu4435.moog
5966.06,  63.1,  +1.25,  -1.04, syn, /home/shivani/rprocess/lineLists/myAll/Eu5966.moog
6049.51,  63.1,  +1.28,  -0.80, syn, /home/shivani/rprocess/lineLists/myAll/Eu6049.moog
6173.03,  63.1,  +1.32,  -0.86, syn, /home/shivani/rprocess/lineLists/myAll/Eu6173.moog
6437.64,  63.1,  +1.32,  -0.32, syn, /home/shivani/rprocess/lineLists/myAll/Eu6437.moog
6645.06,  63.1,  +1.38,  +0.12, syn, /home/shivani/rprocess/lineLists/myAll/Eu6645.moog
7077.09,  63.1,  +1.25,  -0.72, syn, /home/shivani/rprocess/lineLists/myAll/Eu7077.moog
7217.56,  63.1,  +1.23,  -0.35, syn, /home/shivani/rprocess/lineLists/myAll/Eu7217.moog
7301.19,  63.1,  +1.25,  -0.39, syn, /home/shivani/rprocess/lineLists/myAll/Eu7301.moog
7370.22,  63.1,  +1.32,  -0.29, syn, /home/shivani/rprocess/lineLists/myAll/Eu7370.moog
7426.57,  63.1,  +1.28,  -0.67, syn, /home/shivani/rprocess/lineLists/myAll/Eu7426.moog
3418.73,  64.1,  +0.00,  -0.36, syn, /home/shivani/rprocess/lineLists/myAll/Gd3418.moog
3424.60,  64.1,  +0.35,  -0.34, syn, /home/shivani/rprocess/lineLists/myAll/Gd3424.moog
3425.93,  64.1,  +0.38,  -0.60, syn, /home/shivani/rprocess/lineLists/myAll/Gd3425.moog
3439.21,  64.1,  +0.38,  +0.08, syn, /home/shivani/rprocess/lineLists/myAll/Gd3439.moog
3451.24,  64.1,  +0.38,  -0.25, syn, /home/shivani/rprocess/lineLists/myAll/Gd3451.moog
3467.27,  64.1,  +0.42,  +0.09, syn, /home/shivani/rprocess/lineLists/myAll/Gd3467.moog
3473.22,  64.1,  +0.03,  -0.37, syn, /home/shivani/rprocess/lineLists/myAll/Gd3473.moog
3481.80,  64.1,  +0.49,  +0.12, syn, /home/shivani/rprocess/lineLists/myAll/Gd3481.moog
3482.61,  64.1,  +0.43,  -0.47, syn, /home/shivani/rprocess/lineLists/myAll/Gd3482.moog
3491.96,  64.1,  +0.00,  -0.53, syn, /home/shivani/rprocess/lineLists/myAll/Gd3491.moog
3549.36,  64.1,  +0.24,  +0.29, syn, /home/shivani/rprocess/lineLists/myAll/Gd3549.moog
3557.06,  64.1,  +0.60,  +0.05, syn, /home/shivani/rprocess/lineLists/myAll/Gd3557.moog
3646.20,  64.1,  +0.24,  +0.31, syn, /home/shivani/rprocess/lineLists/myAll/Gd3646.moog
3699.74,  64.1,  +0.35,  -0.29, syn, /home/shivani/rprocess/lineLists/myAll/Gd3699.moog
3712.70,  64.1,  +0.38,  +0.04, syn, /home/shivani/rprocess/lineLists/myAll/Gd3712.moog
3719.45,  64.1,  +1.23,  +0.47, syn, /home/shivani/rprocess/lineLists/myAll/Gd3719.moog
3791.17,  64.1,  +1.25,  +0.13, syn, /home/shivani/rprocess/lineLists/myAll/Gd3791.moog
3796.38,  64.1,  +0.03,  +0.02, syn, /home/shivani/rprocess/lineLists/myAll/Gd3796.moog
3894.69,  64.1,  +0.00,  -0.58, syn, /home/shivani/rprocess/lineLists/myAll/Gd3894.moog
3957.67,  64.1,  +0.60,  -0.25, syn, /home/shivani/rprocess/lineLists/myAll/Gd3957.moog
3996.31,  64.1,  +1.13,  -0.10, syn, /home/shivani/rprocess/lineLists/myAll/Gd3996.moog
4037.32,  64.1,  +0.66,  -0.11, syn, /home/shivani/rprocess/lineLists/myAll/Gd4037.moog
4037.89,  64.1,  +0.56,  -0.42, syn, /home/shivani/rprocess/lineLists/myAll/Gd4037.moog
4049.42,  64.1,  +0.66,  -0.08, syn, /home/shivani/rprocess/lineLists/myAll/Gd4049.moog
4049.85,  64.1,  +0.99,  +0.48, syn, /home/shivani/rprocess/lineLists/myAll/Gd4049.moog
4063.38,  64.1,  +0.99,  +0.33, syn, /home/shivani/rprocess/lineLists/myAll/Gd4063.moog
4085.56,  64.1,  +0.73,  -0.01, syn, /home/shivani/rprocess/lineLists/myAll/Gd4085.moog
4132.26,  64.1,  +0.60,  -0.15, syn, /home/shivani/rprocess/lineLists/myAll/Gd4132.moog
4191.07,  64.1,  +0.43,  -0.48, syn, /home/shivani/rprocess/lineLists/myAll/Gd4191.moog
4251.73,  64.1,  +0.38,  -0.22, syn, /home/shivani/rprocess/lineLists/myAll/Gd4251.moog
4253.60,  64.1,  +1.13,  -0.04, syn, /home/shivani/rprocess/lineLists/myAll/Gd4253.moog
4316.05,  64.1,  +0.66,  -0.45, syn, /home/shivani/rprocess/lineLists/myAll/Gd4316.moog
4342.18,  64.1,  +0.60,  -0.27, syn, /home/shivani/rprocess/lineLists/myAll/Gd4342.moog
4419.03,  64.1,  +0.49,  -0.70, syn, /home/shivani/rprocess/lineLists/myAll/Gd4419.moog
4483.33,  64.1,  +1.06,  -0.42, syn, /home/shivani/rprocess/lineLists/myAll/Gd4483.moog
4498.29,  64.1,  +0.43,  -1.08, syn, /home/shivani/rprocess/lineLists/myAll/Gd4498.moog
4506.34,  64.1,  +0.50,  -1.03, syn, /home/shivani/rprocess/lineLists/myAll/Gd4506.moog
5733.85,  64.1,  +1.37,  -0.65, syn, /home/shivani/rprocess/lineLists/myAll/Gd5733.moog
3702.85,  65.1,  +0.13,  +0.44, syn, /home/shivani/rprocess/lineLists/myAll/Tb3702.moog
3747.38,  65.1,  +0.40,  +0.13, syn, /home/shivani/rprocess/lineLists/myAll/Tb3747.moog
3874.17,  65.1,  +0.00,  +0.27, syn, /home/shivani/rprocess/lineLists/myAll/Tb3874.moog
3407.80,  66.1,  +0.00,  +0.18, syn, /home/shivani/rprocess/lineLists/myAll/Dy3407.moog
3413.78,  66.1,  +0.10,  -0.52, syn, /home/shivani/rprocess/lineLists/myAll/Dy3413.moog
3434.37,  66.1,  +0.00,  -0.45, syn, /home/shivani/rprocess/lineLists/myAll/Dy3434.moog
3454.32,  66.1,  +0.10,  -0.14, syn, /home/shivani/rprocess/lineLists/myAll/Dy3454.moog
3456.56,  66.1,  +0.59,  -0.11, syn, /home/shivani/rprocess/lineLists/myAll/Dy3456.moog
3460.97,  66.1,  +0.00,  -0.07, syn, /home/shivani/rprocess/lineLists/myAll/Dy3460.moog
3531.71,  66.1,  +0.00,  +0.77, syn, /home/shivani/rprocess/lineLists/myAll/Dy3531.moog
3534.96,  66.1,  +0.10,  -0.04, syn, /home/shivani/rprocess/lineLists/myAll/Dy3534.moog
3536.02,  66.1,  +0.54,  +0.53, syn, /home/shivani/rprocess/lineLists/myAll/Dy3536.moog
3538.52,  66.1,  +0.00,  -0.02, syn, /home/shivani/rprocess/lineLists/myAll/Dy3538.moog
3546.83,  66.1,  +0.10,  -0.55, syn, /home/shivani/rprocess/lineLists/myAll/Dy3546.moog
3550.22,  66.1,  +0.59,  +0.27, syn, /home/shivani/rprocess/lineLists/myAll/Dy3550.moog
3563.15,  66.1,  +0.10,  -0.36, syn, /home/shivani/rprocess/lineLists/myAll/Dy3563.moog
3694.81,  66.1,  +0.10,  -0.11, syn, /home/shivani/rprocess/lineLists/myAll/Dy3694.moog
3747.82,  66.1,  +0.10,  -0.81, syn, /home/shivani/rprocess/lineLists/myAll/Dy3747.moog
3757.37,  66.1,  +0.10,  -0.17, syn, /home/shivani/rprocess/lineLists/myAll/Dy3757.moog
3944.68,  66.1,  +0.00,  +0.11, syn, /home/shivani/rprocess/lineLists/myAll/Dy3944.moog
3978.56,  66.1,  +0.92,  +0.22, syn, /home/shivani/rprocess/lineLists/myAll/Dy3978.moog
3983.65,  66.1,  +0.54,  -0.31, syn, /home/shivani/rprocess/lineLists/myAll/Dy3983.moog
3996.69,  66.1,  +0.59,  -0.26, syn, /home/shivani/rprocess/lineLists/myAll/Dy3996.moog
4011.29,  66.1,  +0.92,  -0.73, syn, /home/shivani/rprocess/lineLists/myAll/Dy4011.moog
4041.98,  66.1,  +0.93,  -0.90, syn, /home/shivani/rprocess/lineLists/myAll/Dy4041.moog
4050.57,  66.1,  +0.59,  -0.47, syn, /home/shivani/rprocess/lineLists/myAll/Dy4050.moog
4073.12,  66.1,  +0.54,  -0.32, syn, /home/shivani/rprocess/lineLists/myAll/Dy4073.moog
4077.97,  66.1,  +0.10,  -0.04, syn, /home/shivani/rprocess/lineLists/myAll/Dy4077.moog
4103.31,  66.1,  +0.10,  -0.38, syn, /home/shivani/rprocess/lineLists/myAll/Dy4103.moog
4124.63,  66.1,  +0.92,  -0.66, syn, /home/shivani/rprocess/lineLists/myAll/Dy4124.moog
4129.42,  66.1,  +0.54,  -0.61, syn, /home/shivani/rprocess/lineLists/myAll/Dy4129.moog
4409.38,  66.1,  +0.00,  -1.24, syn, /home/shivani/rprocess/lineLists/myAll/Dy4409.moog
4449.70,  66.1,  +0.00,  -1.03, syn, /home/shivani/rprocess/lineLists/myAll/Dy4449.moog
4620.04,  66.1,  +0.10,  -1.93, syn, /home/shivani/rprocess/lineLists/myAll/Dy4620.moog
5169.69,  66.1,  +0.10,  -1.95, syn, /home/shivani/rprocess/lineLists/myAll/Dy5169.moog
3398.94,  67.1,  +0.00,  +0.41, syn, /home/shivani/rprocess/lineLists/myAll/Ho3398.moog
3416.44,  67.1,  +0.08,  +0.26, syn, /home/shivani/rprocess/lineLists/myAll/Ho3416.moog
3453.11,  67.1,  +0.08,  +0.01, syn, /home/shivani/rprocess/lineLists/myAll/Ho3453.moog
3456.01,  67.1,  +0.00,  +0.76, syn, /home/shivani/rprocess/lineLists/myAll/Ho3456.moog
3484.83,  67.1,  +0.08,  +0.28, syn, /home/shivani/rprocess/lineLists/myAll/Ho3484.moog
3796.73,  67.1,  +0.00,  +0.16, syn, /home/shivani/rprocess/lineLists/myAll/Ho3796.moog
3810.71,  67.1,  +0.00,  +0.19, syn, /home/shivani/rprocess/lineLists/myAll/Ho3810.moog
3890.97,  67.1,  +0.08,  +0.46, syn, /home/shivani/rprocess/lineLists/myAll/Ho3890.moog
4045.45,  67.1,  +0.00,  -0.05, syn, /home/shivani/rprocess/lineLists/myAll/Ho4045.moog
3499.10,  68.1,  +0.06,  +0.29, syn, /home/shivani/rprocess/lineLists/myAll/Er3499.moog
3580.52,  68.1,  +0.06,  -0.62, syn, /home/shivani/rprocess/lineLists/myAll/Er3580.moog
3633.54,  68.1,  +0.00,  -0.53, syn, /home/shivani/rprocess/lineLists/myAll/Er3633.moog
3692.65,  68.1,  +0.06,  +0.28, syn, /home/shivani/rprocess/lineLists/myAll/Er3692.moog
3729.52,  68.1,  +0.00,  -0.59, syn, /home/shivani/rprocess/lineLists/myAll/Er3729.moog
3781.01,  68.1,  +0.67,  -0.66, syn, /home/shivani/rprocess/lineLists/myAll/Er3781.moog
3786.84,  68.1,  +0.00,  -0.52, syn, /home/shivani/rprocess/lineLists/myAll/Er3786.moog
3797.06,  68.1,  +0.06,  -1.03, syn, /home/shivani/rprocess/lineLists/myAll/Er3797.moog
3830.48,  68.1,  +0.00,  -0.22, syn, /home/shivani/rprocess/lineLists/myAll/Er3830.moog
3880.61,  68.1,  +0.64,  -0.25, syn, /home/shivani/rprocess/lineLists/myAll/Er3880.moog
3896.23,  68.1,  +0.06,  -0.12, syn, /home/shivani/rprocess/lineLists/myAll/Er3896.moog
3906.31,  68.1,  +0.00,  +0.12, syn, /home/shivani/rprocess/lineLists/myAll/Er3906.moog
4142.91,  68.1,  +0.64,  -0.72, syn, /home/shivani/rprocess/lineLists/myAll/Er4142.moog
3462.20,  69.1,  +0.00,  +0.03, syn, /home/shivani/rprocess/lineLists/myAll/Tm3462.moog
3700.26,  69.1,  +0.03,  -0.38, syn, /home/shivani/rprocess/lineLists/myAll/Tm3700.moog
3701.36,  69.1,  +0.00,  -0.54, syn, /home/shivani/rprocess/lineLists/myAll/Tm3701.moog
3795.76,  69.1,  +0.03,  -0.23, syn, /home/shivani/rprocess/lineLists/myAll/Tm3795.moog
3848.02,  69.1,  +0.00,  -0.14, syn, /home/shivani/rprocess/lineLists/myAll/Tm3848.moog
3996.51,  69.1,  +0.00,  -1.20, syn, /home/shivani/rprocess/lineLists/myAll/Tm3996.moog
4242.15,  69.1,  +0.03,  -0.95, syn, /home/shivani/rprocess/lineLists/myAll/Tm4242.moog
3694.19,  70.1,  +0.00,  -0.30, syn, /home/shivani/rprocess/lineLists/myAll/Yb3694.moog
3507.38,  71.1,  +0.00,  -1.16, syn, /home/shivani/rprocess/lineLists/myAll/Lu3507.moog
6221.86,  71.1,  +1.54,  -0.76, syn, /home/shivani/rprocess/lineLists/myAll/Lu6221.moog
3399.79,  72.1,  +0.00,  -0.57, syn, /home/shivani/rprocess/lineLists/myAll/Hf3399.moog
3505.22,  72.1,  +1.04,  -0.14, syn, /home/shivani/rprocess/lineLists/myAll/Hf3505.moog
3719.28,  72.1,  +0.61,  -0.81, syn, /home/shivani/rprocess/lineLists/myAll/Hf3719.moog
3918.09,  72.1,  +0.45,  -1.14, syn, /home/shivani/rprocess/lineLists/myAll/Hf3918.moog
4093.15,  72.1,  +0.45,  -1.15, syn, /home/shivani/rprocess/lineLists/myAll/Hf4093.moog
4135.78,  76.0,  +0.52,  -1.24, syn, /home/shivani/rprocess/lineLists/myAll/Os4135.moog
4260.80,  76.0,  +0.00,  -1.43, syn, /home/shivani/rprocess/lineLists/myAll/Os4260.moog
3800.12,  53.0,  +0.00,  -1.43, syn, /home/shivani/rprocess/lineLists/myAll/I3800.moog
4057.81,  82.0,  +1.32,  -0.22, syn, /home/shivani/rprocess/lineLists/myAll/Pb4057.moog
3351.23,  90.1,  +0.19,  -0.60, syn, /home/shivani/rprocess/lineLists/myAll/Th3351.moog
3435.98,  90.1,  +0.00,  -0.67, syn, /home/shivani/rprocess/lineLists/myAll/Th3435.moog
4019.13,  90.1,  +0.00,  -0.23, syn, /home/shivani/rprocess/lineLists/myAll/Th4019.moog
